ID,Source,Translation,AI_Reference
"ST_Name_DispatchEventSelection,Rescure_4_1_A::2387361602",Acceleration,,
"ST_Name_DispatchEventSelection,Collection_4_1_A::3046722968",Speed up gathering,,
"ST_Name_DispatchEventSelection,Explore_3_1_B::2841898665",Explore,,
"ST_Name_DispatchEventSelection,Collection_1_2_A::442619085",Chemical analysis,,
"ST_Name_DispatchEventSelection,CleanUp_1_1_A::1729756542",Wait in place,,
"ST_Name_DispatchEventSelection,CleanUp_1_2_A::1729756542",Wait in place,,
"ST_Name_DispatchEventSelection,CleanUp_1_3_A::1729756542",Wait in place,,
"ST_Name_DispatchEventSelection,Explore_5_3_C::1729756542",Wait in place,,
"ST_Name_DispatchEventSelection,Rescure_5_3_C::1729756542",Wait in place,,
"ST_Name_DispatchEventSelection,CleanUp_5_1_B::2862984068",Counter-attack,,
"ST_Name_DispatchEventSelection,Explore_5_2_C::2862984068",Counter-attack,,
"ST_Name_DispatchEventSelection,Rescure_5_2_B::2862984068",Counter-attack,,
"ST_Name_DispatchEventSelection,Collection_2_2_C::3085201925",Plan B,,
"ST_Name_DispatchEventSelection,CleanUp_1_1_C::1156299016",Enable navigation,,
"ST_Name_DispatchEventSelection,CleanUp_1_2_C::1156299016",Enable navigation,,
"ST_Name_DispatchEventSelection,CleanUp_1_3_C::1156299016",Enable navigation,,
"ST_Name_DispatchEventSelection,CleanUp_4_1_B::3490813162",Call for help,,
"ST_Name_DispatchEventSelection,Rescure_2_5_B::3270400994",Dispel with noise,,
"ST_Name_DispatchEventSelection,Explore_2_3_A::3980657161",Send back,,
"ST_Name_DispatchEventSelection,Collection_2_1_A::1962149635",Earthquake warning,,
"ST_Name_DispatchEventSelection,Rescure_3_3_B::1434671750",Base assistance,,
"ST_Name_DispatchEventSelection,Collection_4_3_A::3171966908",Base connection,,
"ST_Name_DispatchEventSelection,Collection_5_2_B::3555044044",Enhance stability,,
"ST_Name_DispatchEventSelection,CleanUp_2_3_B::2628524176",Retro Style,,
"ST_Name_DispatchEventSelection,Rescure_2_5_A::2699038794",Quiet detour,,
"ST_Name_DispatchEventSelection,Rescure_3_1_B::1939839616",Surveil in real-time,,
"ST_Name_DispatchEventSelection,Rescure_2_1_A::1175611544",Take advantage,,
"ST_Name_DispatchEventSelection,Rescure_2_2_A::1175611544",Take advantage,,
"ST_Name_DispatchEventSelection,Rescure_2_3_A::1175611544",Take advantage,,
"ST_Name_DispatchEventSelection,CleanUp_2_3_C::913069874",Make the best of it,,
"ST_Name_DispatchEventSelection,Collection_3_3_A::350574104",Start the device,,
"ST_Name_DispatchEventSelection,Explore_4_1_B::2071689035",Try to decipher,,
"ST_Name_DispatchEventSelection,CleanUp_4_1_C::1454420593",Lock down the site,,
"ST_Name_DispatchEventSelection,CleanUp_5_2_B::259863709",Use local materials,,
"ST_Name_DispatchEventSelection,Rescure_3_3_C::2834991037",Relocate nearby,,
"ST_Name_DispatchEventSelection,Rescure_4_1_B::1006353928",Deploy defense,,
"ST_Name_DispatchEventSelection,Explore_3_2_A::4091239241",Lockpick,,
"ST_Name_DispatchEventSelection,CleanUp_4_3_B::4143618714",Detonate,,
"ST_Name_DispatchEventSelection,CleanUp_1_5_C::1465842907",Lure,,
"ST_Name_DispatchEventSelection,CleanUp_3_1_A::3249880597",One step at a time,,
"ST_Name_DispatchEventSelection,Explore_2_1_B::1170635757",Quick raid,,
"ST_Name_DispatchEventSelection,Rescure_3_2_B::2967936341",Gather intel,,
"ST_Name_DispatchEventSelection,Rescure_5_3_B::721651128",Quick first-aid,,
"ST_Name_DispatchEventSelection,Collection_3_2_B::1614589141",Manual drive,,
"ST_Name_DispatchEventSelection,CleanUp_3_2_B::97917388",Clean up,,
"ST_Name_DispatchEventSelection,CleanUp_3_3_B::97917388",Clean up,,
"ST_Name_DispatchEventSelection,CleanUp_3_4_B::97917388",Clean up,,
"ST_Name_DispatchEventSelection,Explore_3_1_C::2419438945",Scan,,
"ST_Name_DispatchEventSelection,CleanUp_4_3_A::2283300867",Defuse,,
"ST_Name_DispatchEventSelection,Explore_2_2_A::2283300867",Defuse,,
"ST_Name_DispatchEventSelection,Rescure_5_1_B::2402053417",Turn around,,
"ST_Name_DispatchEventSelection,Explore_2_2_C::1357230173",Find path,,
"ST_Name_DispatchEventSelection,Explore_2_3_B::1230037688",Approach,,
"ST_Name_DispatchEventSelection,Rescure_1_2_B::2272144295",Proceed in advance,,
"ST_Name_DispatchEventSelection,Rescure_5_2_A::2895327922",Retreat,,
"ST_Name_DispatchEventSelection,CleanUp_5_1_C::2777662637",Evacuate,,
"ST_Name_DispatchEventSelection,Rescure_4_3_C::2011605447",Crowd together,,
"ST_Name_DispatchEventSelection,Explore_5_1_C::209525289",Use another method,,
"ST_Name_DispatchEventSelection,Rescure_1_2_A::2730665054",Change the route,,
"ST_Name_DispatchEventSelection,Collection_3_3_B::2389494177",Stop detecting,,
"ST_Name_DispatchEventSelection,CleanUp_3_5_C::2267558377",Take the initiative,,
"ST_Name_DispatchEventSelection,CleanUp_4_2_A::2054939426",Help,,
"ST_Name_DispatchEventSelection,Explore_5_2_A::1123629858",New route,,
"ST_Name_DispatchEventSelection,CleanUp_4_2_C::2193492127",Ignore,,
"ST_Name_DispatchEventSelection,Explore_5_2_B::1644923789",Hide for a while,,
"ST_Name_DispatchEventSelection,Collection_1_1_B::1316273443",Use backup gear,,
"ST_Name_DispatchEventSelection,CleanUp_2_3_A::477630555",Let there be light,,
"ST_Name_DispatchEventSelection,Collection_3_2_C::3603733493",Proceed on foot,,
"ST_Name_DispatchEventSelection,CleanUp_5_2_C::1741680386",Retreat on foot,,
"ST_Name_DispatchEventSelection,Explore_4_1_A::970159708",Ask experts for help,,
"ST_Name_DispatchEventSelection,Rescure_5_3_A::2139003008",Ask for civilian help,,
"ST_Name_DispatchEventSelection,Collection_2_2_B::2662329590",Watch out for lightning,,
"ST_Name_DispatchEventSelection,Collection_3_3_C::708526271",Dispatch Guardians,,
"ST_Name_DispatchEventSelection,Explore_4_3_B::852433535",Trace back,,
"ST_Name_DispatchEventSelection,CleanUp_1_5_B::972087111",Lurk,,
"ST_Name_DispatchEventSelection,Explore_2_1_C::3092906738",Sneak attack,,
"ST_Name_DispatchEventSelection,Rescure_4_2_A::4173280174",Smoke screen,,
"ST_Name_DispatchEventSelection,Rescure_1_3_B::2877098797",Proceed at night,,
"ST_Name_DispatchEventSelection,Collection_5_3_B::493266100",Resource storage,,
"ST_Name_DispatchEventSelection,CleanUp_3_5_B::3953085488",Savage bombing,,
"ST_Name_DispatchEventSelection,Explore_3_3_C::1278646204",Rock-paper-scissors,,
"ST_Name_DispatchEventSelection,Collection_4_2_C::253408988",Environment purification,,
"ST_Name_DispatchEventSelection,CleanUp_5_2_A::1291500148",Repair on-site,,
"ST_Name_DispatchEventSelection,Rescure_3_3_A::4268295310",First-aid on-site,,
"ST_Name_DispatchEventSelection,Collection_4_3_B::922847151",Detect on-site,,
"ST_Name_DispatchEventSelection,Collection_1_1_A::1945372773",Repair on-site,,
"ST_Name_DispatchEventSelection,Explore_2_1_A::2285243454",Electronic jam,,
"ST_Name_DispatchEventSelection,CleanUp_3_5_A::2057241805",Precision shot,,
"ST_Name_DispatchEventSelection,Explore_2_3_C::3120568383",Monitor,,
"ST_Name_DispatchEventSelection,Explore_4_1_C::1419575747",Take back,,
"ST_Name_DispatchEventSelection,CleanUp_1_5_A::296119548",Sabotage,,
"ST_Name_DispatchEventSelection,Rescure_4_3_B::4212673980",Sabotage the source,,
"ST_Name_DispatchEventSelection,Explore_3_2_B::1395724142",Break the door,,
"ST_Name_DispatchEventSelection,CleanUp_3_2_C::763044963",Force through,,
"ST_Name_DispatchEventSelection,CleanUp_3_3_C::763044963",Force through,,
"ST_Name_DispatchEventSelection,CleanUp_3_4_C::763044963",Force through,,
"ST_Name_DispatchEventSelection,Collection_3_1_B::517007892",Air reinforcement,,
"ST_Name_DispatchEventSelection,Explore_1_4_C::517007892",Air reinforcement,,
"ST_Name_DispatchEventSelection,CleanUp_2_1_C::3800850088",Raid,,
"ST_Name_DispatchEventSelection,Collection_2_2_A::2574755084",Quick repair,,
"ST_Name_DispatchEventSelection,Collection_3_2_A::2574755084",Quick repair,,
"ST_Name_DispatchEventSelection,Explore_1_4_A::1160345523",Emergency rescue,,
"ST_Name_DispatchEventSelection,Rescure_2_1_B::3001176774",Emergency shelter,,
"ST_Name_DispatchEventSelection,Rescure_2_2_B::3001176774",Emergency shelter,,
"ST_Name_DispatchEventSelection,Rescure_2_3_B::3001176774",Emergency shelter,,
"ST_Name_DispatchEventSelection,CleanUp_4_1_A::4005813303",Emergency guard,,
"ST_Name_DispatchEventSelection,Collection_4_2_A::4005813303",Emergency guard,,
"ST_Name_DispatchEventSelection,Collection_5_2_C::4136918327",Emergency landing,,
"ST_Name_DispatchEventSelection,CleanUp_3_2_A::3612102799",Take a detour,,
"ST_Name_DispatchEventSelection,CleanUp_3_3_A::3612102799",Take a detour,,
"ST_Name_DispatchEventSelection,CleanUp_3_4_A::3612102799",Take a detour,,
"ST_Name_DispatchEventSelection,Explore_1_1_B::3612102799",Take a detour,,
"ST_Name_DispatchEventSelection,Explore_1_2_B::3612102799",Take a detour,,
"ST_Name_DispatchEventSelection,Explore_2_2_B::2842468826",Detour,,
"ST_Name_DispatchEventSelection,Explore_3_2_C::2767340332",Climb through window,,
"ST_Name_DispatchEventSelection,CleanUp_4_2_B::1592875164",Observe,,
"ST_Name_DispatchEventSelection,CleanUp_5_3_B::2797949354",Find the way,,
"ST_Name_DispatchEventSelection,Explore_4_2_B::3331512966",Set traps,,
"ST_Name_DispatchEventSelection,CleanUp_2_2_C::429539042",Mislead,,
"ST_Name_DispatchEventSelection,Rescure_1_1_C::3986252674",Request backup,,
"ST_Name_DispatchEventSelection,Collection_5_1_C::1047621929",Request support,,
"ST_Name_DispatchEventSelection,Rescure_3_2_C::1047621929",Request support,,
"ST_Name_DispatchEventSelection,Collection_1_1_C::1611702816",Adjust the plan,,
"ST_Name_DispatchEventSelection,Collection_5_2_A::2116342295",Change the path,,
"ST_Name_DispatchEventSelection,Rescure_2_1_C::1619100000",Change the route,,
"ST_Name_DispatchEventSelection,Rescure_2_2_C::1619100000",Change the route,,
"ST_Name_DispatchEventSelection,Rescure_2_3_C::1619100000",Change the route,,
"ST_Name_DispatchEventSelection,Explore_1_3_A::3886016255",Approach cautiously,,
"ST_Name_DispatchEventSelection,Explore_4_2_A::2800562404",Investigate with caution,,
"ST_Name_DispatchEventSelection,CleanUp_1_1_B::900165994",Infiltrate,,
"ST_Name_DispatchEventSelection,CleanUp_1_2_B::900165994",Infiltrate,,
"ST_Name_DispatchEventSelection,CleanUp_1_3_B::900165994",Infiltrate,,
"ST_Name_DispatchEventSelection,Collection_5_3_A::2480664730",Overloaded transport,,
"ST_Name_DispatchEventSelection,Collection_2_3_B::2518849073",Relocate,,
"ST_Name_DispatchEventSelection,CleanUp_2_2_B::2524918527",Relocate,,
"ST_Name_DispatchEventSelection,Collection_2_1_B::2524918527",Relocate,,
"ST_Name_DispatchEventSelection,Rescure_4_2_C::1436841191",Flank,,
"ST_Name_DispatchEventSelection,Rescure_2_4_C::261418855",Quick cross,,
"ST_Name_DispatchEventSelection,Rescure_3_2_A::1742856162",Quick track,,
"ST_Name_DispatchEventSelection,Explore_4_3_C::932290876",Return,,
"ST_Name_DispatchEventSelection,Explore_5_3_A::4140104852",Return to search,,
"ST_Name_DispatchEventSelection,Explore_3_1_A::562916494",Enter,,
"ST_Name_DispatchEventSelection,Collection_4_2_B::3503418250",Avoid danger zone,,
"ST_Name_DispatchEventSelection,Explore_1_3_B::1997530884",Remote surveillance,,
"ST_Name_DispatchEventSelection,Explore_5_3_B::652089006",Track to locate,,
"ST_Name_DispatchEventSelection,Collection_1_2_C::374108379",Adaptive adjustments,,
"ST_Name_DispatchEventSelection,Collection_3_1_C::3727169187",Comms camouflage,,
"ST_Name_DispatchEventSelection,Explore_1_1_A::1883271720",Construct road,,
"ST_Name_DispatchEventSelection,Explore_1_2_A::1883271720",Construct road,,
"ST_Name_DispatchEventSelection,Explore_3_3_B::2662991719",Cover the entire area,,
"ST_Name_DispatchEventSelection,Collection_4_1_B::2359124520",Deploy defenses,,
"ST_Name_DispatchEventSelection,Explore_1_3_C::3470713546",Deploy traps,,
"ST_Name_DispatchEventSelection,Collection_1_3_B::1341105276",Wear special gear,,
"ST_Name_DispatchEventSelection,Explore_5_1_B::1818173468",Encrypt,,
"ST_Name_DispatchEventSelection,Rescure_1_1_A::2117014574",Reorganize,,
"ST_Name_DispatchEventSelection,Explore_4_3_A::3789316624",Reconnect,,
"ST_Name_DispatchEventSelection,Collection_1_3_A::721034748",Special training,,
"ST_Name_DispatchEventSelection,CleanUp_2_1_A::544896",Stealth,,
"ST_Name_DispatchEventSelection,CleanUp_2_2_A::587583881",Hide,,
"ST_Name_DispatchEventSelection,CleanUp_5_1_A::587583881",Hide,,
"ST_Name_DispatchEventSelection,Rescure_5_1_A::587583881",Hide,,
"ST_Name_DispatchEventSelection,Rescure_2_4_A::3017669174",Stealthy approach,,
"ST_Name_DispatchEventSelection,Collection_3_1_A::682854932",Land secretly,,
"ST_Name_DispatchEventSelection,Collection_4_3_C::1858651116",Isolate,,
"ST_Name_DispatchEventSelection,Rescure_3_1_C::163065144",Quarantine plan,,
"ST_Name_DispatchEventSelection,CleanUp_1_4_C::383924590",Hack in,,
"ST_Name_DispatchMission,Explore_7::2162376556",Search for the Lost Transport,,
"ST_Name_DispatchMission,Explore_2::82010160",Explore the Abandoned Facility,,
"ST_Name_DispatchMission,Explore_4::3459634335",Explore Points of Interest,,
"ST_Name_DispatchMission,Explore_5::2632342617",Explore the Prewar Ruins,,
"ST_Name_DispatchMission,Explore_6::1935219822",Explore the War Border,,
"ST_Name_DispatchMission,Explore_3::111717982",Explore the Enemy's Base,,
"ST_Name_DispatchMission,Explore_1::199271265",Explore the Unknown Area,,
"ST_Name_DispatchMission,Explore_8::1913868975",Explore the Underground Facility,,
"ST_Name_DispatchMission,CleanUp_2::2787809728",Eliminate the Enemy Scouts,,
"ST_Name_DispatchMission,CleanUp_9::3220889976",Destroy the Enemy's Factory,,
"ST_Name_DispatchMission,CleanUp_6::2867015007",Destroy the Enemy's Command Division,,
"ST_Name_DispatchMission,CleanUp_5::1423319522",Destroy the Enemy's Stronghold,,
"ST_Name_DispatchMission,CleanUp_3::1801952533",Eliminate the Enemy's Air Squad,,
"ST_Name_DispatchMission,CleanUp_1::63410621",Eliminate the Enemy Unit,,
"ST_Name_DispatchMission,CleanUp_7::379383007",Destroy the Enemy's Comm Tower,,
"ST_Name_DispatchMission,CleanUp_8::1223600633",Destroy the Enemy's Armored Stronghold,,
"ST_Name_DispatchMission,CleanUp_4::3085902437",Eliminate the Boss,,
"ST_Name_DispatchMission,Rescure_5::1197039027",Rescue Recon Unit,,
"ST_Name_DispatchMission,Rescure_4::3468192639",Rescue Medical Personnel,,
"ST_Name_DispatchMission,Rescure_2::4055228054",Rescue Allies,,
"ST_Name_DispatchMission,Rescure_8::2894125582",Rescue Merchants,,
"ST_Name_DispatchMission,Rescure_3::2410295307",Rescue Engineers,,
"ST_Name_DispatchMission,Rescure_9::992367320",Rescue Civilians,,
"ST_Name_DispatchMission,Rescure_6::3483660610",Rescue Intelligence Officer,,
"ST_Name_DispatchMission,Rescure_1::4246825908",Rescue Mission,,
"ST_Name_DispatchMission,Rescure_3_1::1451671504",Rescue Researchers,,
"ST_Name_DispatchMission,Rescure_7::779467278",Rescue Commander,,
"ST_Name_DispatchMission,Collection_7::2343779854",Collect the Strategic Map,,
"ST_Name_DispatchMission,Collection_3::3264137955",Collect Weapon Blueprints,,
"ST_Name_DispatchMission,Collection_4::935112932",Collect Research Samples,,
"ST_Name_DispatchMission,Collection_1::2558945261",Collect Rare Resources,,
"ST_Name_DispatchMission,Collection_2::2225866988",Collect Medical Supplies,,
"ST_Name_DispatchMission,Collection_5::3444633492",Gather Gear Materials,,
"ST_Name_DispatchMission,Collection_6::1468537913",Collect Comm Devices,,
"ST_Name_Element,Ice_1::1366091278",Cryo I,,
"ST_Name_Element,Ice_2::1607226947",Cryo II,,
"ST_Name_Element,Ice_3::3126049117",Cryo III,,
"ST_Name_Element,Kinetic_1::798596274",Kinesis I,,
"ST_Name_Element,Kinetic_2::2407007012",Kinesis II,,
"ST_Name_Element,Kinetic_3::1890526164",Kinesis III,,
"ST_Name_Element,Fire_1::4126786511",Pyro I,,
"ST_Name_Element,Fire_2::1916158597",Pyro II,,
"ST_Name_Element,Fire_3::1507219049",Pyro III,,
"ST_Name_Element,Energy_1::3660784558",Electro I,,
"ST_Name_Element,Energy_2::3263824094",Electro II,,
"ST_Name_Element,Energy_3::3050689884",Electro III,,
"ST_Name_Entry,Persistent::1728693507",Relentless,,
"ST_Name_Entry,Speedup_1::2387361602",Acceleration,,
"ST_Name_Entry,Shooting_damage::3782330195",Duelist,,
"ST_Name_Entry,Single::1318963529",Unique,,
"ST_Name_Entry,Munitions::645112289",Ammo Recovery,,
"ST_Name_Entry,Hurt::1322869183",Lacerate,,
"ST_Name_Entry,Intangible::2875559618",Corporeal,,
"ST_Name_Entry,GodLike::2695001860",Godlike,,
"ST_Name_Entry,Crocodile::416076058",Survival,,
"ST_Name_Entry,SuperCharge::3972637997",Turbocharged,,
"ST_Name_Entry,Skillful_hand::1110856916",Dexterity,,
"ST_Name_Entry,Flexible_Pace::4204441104",Agile,,
"ST_Name_Entry,WeakDamageAdd::875330436",Expose Weakness,,
"ST_Name_Entry,Pilot::3461660010",Aerial Combat,,
"ST_Name_Entry,Damageup::1649483996",Supersonic Speed,,
"ST_Name_Entry,melee_damage::314463744",Grand Slam,,
"ST_Name_Entry,HookDamgeup::3397105315",Flight,,
"ST_Name_Entry,Satiety::2303255337",Sated,,
"ST_Name_EquipAffix,Skill_TripleShot::610616005",Scattershot,,
"ST_Name_EquipAffix,Skill_DoubleShot::2852401198",Double Tap,,
"ST_Name_EquipAffix,Skill_GunMag_Command_ability::3518860842",Enhanced Command,,
"ST_Name_EquipAffix,Skill_TripleShot_LessRandom::569910400",Solid Shot,,
"ST_Name_EquipAffix,Skill_Magazine::1863566137",XEN Storage,,
"ST_Name_EquipAffix,Skill_GrenadeBarror_Grenade_DamageAdd::3956833113",Blow Out,,
"ST_Name_EquipAffix,Skill_AmmoMaster_AmmoReg::2162119971",Meticulous,,
"ST_Name_EquipAffix,Skill_NormalBarror_Stable::584551710",Rifling,,
"ST_Name_Item,KeyCard05::4232878797",MGT Keycard,,
"ST_Name_Item,Coin::11847610",Gold,,
"ST_Name_Item,GunSlot_Triangular::2532359292",Triangular Grip,,
"ST_Name_Item,ResearchBlueprint_Turret_Wall::1952249964",Bottom MG Turret Blueprint,,
"ST_Name_Item,M_XenMaterial_2::3491882611",Medium Reactive Hub,,
"ST_Name_Item,SupplyBoxBase::1276099897",Medium Care Package,,
"ST_Name_Item,EquipmentInsurance_2::3789377035",Improved Safety Material,,
"ST_Name_Item,M_Repeater::3667141744",Repeater,,
"ST_Name_Item,KeyCard04::4173095560",Envoys Keycard,,
"ST_Name_Item,Valuable_BTD_1::1407943033",Gamma Skull,,
"ST_Name_Item,MSD_Cannon::2098421793",Portable Artillery Cannon,,
"ST_Name_Item,MSD_HeavyGun02::2890020118",Portable Light Twin-turret,,
"ST_Name_Item,MSD_MissileWill::2221042854",Portable Missile Silo,,
"ST_Name_Item,MSD_Turret01::4115842571",Portable MG Turret,,
"ST_Name_Item,MSD_SmallBattery::1011058627",Portable Spike,,
"ST_Name_Item,Key_RepairDevice::2023417524",Portable Repair Bench,,
"ST_Name_Item,MSD_HeavyGun01::2170050935",Portable Light Gun,,
"ST_Name_Item,MSD_CIWS::2957663421",Portable CIWS,,
"ST_Name_Item,MI_ElectronicDevice::2481746005",Signal Component,,
"ST_Name_Item,Valuable_Trophy_Lv5::599147815",Valuable Artifact,,
"ST_Name_Item,Armor_2::253501371",Phase Shift Barrier,,
"ST_Name_Item,M_Energy_Part::122339114",Capacitor,,
"ST_Name_Item,MI_EarthCore::103995354",Capacitor Core,,
"ST_Name_Item,H_ElementThrower::2630252050",Elemental Scatter Shot,,
"ST_Name_Item,H_ElementBash::3160568859",Elemental Outburst,,
"ST_Name_Item,H_Beam::3442278202",Beam,,
"ST_Name_Item,H_LightSword::2682138778",Photon Saber,,
"ST_Name_Item,InjectorST::2033608375",Adrenaline Injector,,
"ST_Name_Item,H_Instantiate::3662157049",Concretization,,
"ST_Name_Item,Drink03::648254090",Military Canteen,,
"ST_Name_Item,Food03::214862859",MRE,,
"ST_Name_Item,ResearchBlueprint_Turret_Ice::4246457760",Cryo Cannon Blueprint,,
"ST_Name_Item,Grenade03::1511677889",Cryo Grenade,,
"ST_Name_Item,GunAmmo_IceLv1::1572024095",Cryo Ammo,,
"ST_Name_Item,AmmoBox_IceLv1::1031268212",Cryo Ammo Box,,
"ST_Name_Item,E_Ice::3363405736",Cryo XEN,,
"ST_Name_Item,H_HitBack::1212823953",Impact,,
"ST_Name_Item,GunBarror_TripleShot::812094905",Scattershot Barrel,,
"ST_Name_Item,H_SplitRocket::3455805332",Splitter,,
"ST_Name_Item,H_Brand::1136206135",Re-Initialize,,
"ST_Name_Item,GunMag_1::365424369",Basic Core Gun,,
"ST_Name_Item,EquipmentInsurance_1::1643621301",Basic Safety Material,,
"ST_Name_Item,ResearchBlueprint_Paint::3079675293",Outpost Paint Blueprint,,
"ST_Name_Item,Shoes_Power_0::3114112767",Power Boots,,
"ST_Name_Item,Shoes_7::2235340443",Powered Exoskeleton,,
"ST_Name_Item,GunMag_Support::2686318512",Support Core Gun,,
"ST_Name_Item,M_CannonBody::859299311",Cannon Nexus,,
"ST_Name_Item,M_CannonBarror::2942277954",105MM Artillery Barrel,,
"ST_Name_Item,MiniGun::2249611667",Minigun,,
"ST_Name_Item,Gloves_6::3775021722",Kinetic Brass Knuckle,,
"ST_Name_Item,Valuable_InsectSpecimen::4095765539",Animal Specimen,,
"ST_Name_Item,E_Kinetic::416099023",Kinetic XEN,,
"ST_Name_Item,Shoes_6::3137135477",Exo-Boots,,
"ST_Name_Item,Liquid_Cemical::2490564575",Chemical,,
"ST_Name_Item,MI_Recording::606151255",Old Data Chip,,
"ST_Name_Item,MI_CrystalRock::3287697011",Protocrystal,,
"ST_Name_Item,GunAmmo_Normal::2907917392",Ammo,,
"ST_Name_Item,AmmoBox::1465047958",Ammo Box,,
"ST_Name_Item,AmmoboxGroup::2792844463",Ammo Pack,,
"ST_Name_Item,GunBarror_DoubleShot::1481949056",Double Tap Barrel,,
"ST_Name_Item,ResearchBlueprint_Turret_Heavy02::2251096078",30mm Twin Barrel Light Gun Blueprint,,
"ST_Name_Item,ResearchBlueprint_Cannon_Double::1906039091",Twin Barrel 105mm Artillery Blueprint,,
"ST_Name_Item,Armor_4::3424691295",Reactive Armor,,
"ST_Name_Item,AntiCommunicationCore::3955570994",Comms Disruptor Core,,
"ST_Name_Item,MI_ShinyBall::2659020848",Luminous Orb,,
"ST_Name_Item,universal_coin::2937931594",U-Coin,,
"ST_Name_Item,MI_PreciseBox::474047200",Alloy Component I,,
"ST_Name_Item,civiluse_watch::940151496",Vintage Watch,,
"ST_Name_Item,civiluse_wine::3026719474",Vintage Wine,,
"ST_Name_Item,H_RecoverResourc::2917976444",Recover,,
"ST_Name_Item,Gloves_Recovery::1929420899",Recovery Gloves,,
"ST_Name_Item,Iron_Foundation::2260047323",Foundation,,
"ST_Name_Item,ResearchBlueprint_Turret_HellFlame::714710212",Hellfire Turret Blueprint,,
"ST_Name_Item,Valuable_Globe::1796721281",Globe,,
"ST_Name_Item,GunSlot_Normal::1341202343",Straight Grip,,
"ST_Name_Item,M_BaseMaterial::1633486997",Basic Material,,
"ST_Name_Item,Armor_6::2970661167",Amp Shield,,
"ST_Name_Item,Gloves_AmplifiedGrenade::1364226374",Amplifier Grenade Gloves,,
"ST_Name_Item,ExplodeBarrel_Energy::2792347022",Power Bank,,
"ST_Name_Item,H_MultiExplode::1214600523",Multi Explosive,,
"ST_Name_Item,M_XenMaterial_3::3729323532",Large Reactive Hub,,
"ST_Name_Item,universal_goldenore::3521894565",Signet Ore,,
"ST_Name_Item,ResearchBlueprint_Turret_MissileMotor::1984048893",Missile Silo Blueprint,,
"ST_Name_Item,H_RocketLauncher::116899207",Missile,,
"ST_Name_Item,GunBarror_4::575066421",Missile Barrel,,
"ST_Name_Item,GunStock_Marksman::2329528111",Marksman Stock,,
"ST_Name_Item,MI_MinerBlueprint::3764254506",Compact Outpost Data,,
"ST_Name_Item,M_XenMaterial_1::1743125775",Small Reactive Hub,,
"ST_Name_Item,MI_MiniDroneBlueprint::1685889811",Cargo Drone Blueprint,,
"ST_Name_Item,SupplyBoxS::4224427589",Small Care Package,,
"ST_Name_Item,DropItem_GiantBoss::1839021906",Mountain Colossus's Nerve Cord,,
"ST_Name_Item,Helmet_Engineering::2723546552",Engineering Helmet,,
"ST_Name_Item,MI_StructureBlueprint::52383949",Project Blueprint,,
"ST_Name_Item,Valuable_Statue01::3763236443",Artistic Statue,,
"ST_Name_Item,Food02::14556392",Chocolate,,
"ST_Name_Item,M_HugeBarror::915406170",Cruiser Cannon Barrel,,
"ST_Name_Item,DropItem_SpiderBoss::2295472978",Spider Guardian's Claw,,
"ST_Name_Item,H_Steady::2414829881",Steady,,
"ST_Name_Item,DropItem_GoatBoss::3344091102",Mutated Claymore,,
"ST_Name_Item,MI_HazardContainer::803963102",Radsource Extract I,,
"ST_Name_Item,H_Split::2174608643",Gravity,,
"ST_Name_Item,Grenade02::547868420",Gravity Grenade,,
"ST_Name_Item,Helmet_Weakness::809452225",Weakpoint Helmet,,
"ST_Name_Item,Helmet_2::844375967",Weakness Visor,,
"ST_Name_Item,H_SlingerPad::3237564130",Slingshot,,
"ST_Name_Item,Helmet_5::1550133698",Ammo Management System,,
"ST_Name_Item,Armor_Munitions_0::799797367",Munitions Armor,,
"ST_Name_Item,GunMag_Drum::936124535",Drum Mag Core Gun,,
"ST_Name_Item,Injector_BTD_BaseDamage::1400683197",Super Injector,,
"ST_Name_Item,Armor_7::2541744355",Enhanced Vest,,
"ST_Name_Item,DropItem_FatherBoss::2830700195",Shadowhusk's Fragment,,
"ST_Name_Item,InjectorHP::963043933",Healing Injector,,
"ST_Name_Item,Mine01::3140660643",Reactive Mine,,
"ST_Name_Item,Mine01_Ice::3745182573",Mine - Cryo,,
"ST_Name_Item,ResourceBlock01::1326564669",Resources Pack,,
"ST_Name_Item,ResearchBlueprint_NuclearSilo::1437754033",Nuke Silo Blueprint,,
"ST_Name_Item,MI_BatteryBlueprint::2909814067",Titan Spike Blueprint,,
"ST_Name_Item,GunScope_1::3847577827",Tactical Sight,,
"ST_Name_Item,Grenade01::4023629378",Grenade,,
"ST_Name_Item,universal_lighter::2339358924",Vintage Lighter,,
"ST_Name_Item,Gloves_Scan_0::3556118294",Scan Gloves,,
"ST_Name_Item,M_Lanch_Part::2701226541",Projection Module,,
"ST_Name_Item,ArmorPlate_Normal::546509255",Armor Plate,,
"ST_Name_Item,SmallLight::1517292189",Shield Light,,
"ST_Name_Item,GunScope_Shield::1207138740",Shield Sight,,
"ST_Name_Item,H_AreaPull::599592845",Pull,,
"ST_Name_Item,CharacterCaller::3769433404",Recruitment Beacon,,
"ST_Name_Item,Helmet_Command::1160055716",Command Helmet,,
"ST_Name_Item,GunMag_Command::2930139827",Command Core Gun,,
"ST_Name_Item,DigKey::2567735396",Excavation Set,,
"ST_Name_Item,Valuable_BTD_3::1198168022",Damaged Data Disk,,
"ST_Name_Item,ItemDrone00::66161139",Damaged Civil Drone,,
